Item name,Quantity,Unit of Measure,,Min.Quantity
Stud nut bolts M20x190Mm,20.00,,,5.00
Stud nut bolts M64x490Mm Material:MS,23.00,,,5.00
Stud nut bolts with washers M38x250,43.00,,,10.00
Sub-module crimp-male,11.00,,,3.00
Subrack 2 slots rail mount for 2 SM,1.00,,,0.00
Super scrub / grinder,7.00,,,5.00
Superior jetties,1.00,,,0.00
Supervisory switch,4.00,,,2.00
Support,1.00,,,0.00
Support for busbar separator,21.00,,,5.00
Support for expansion joint,2.00,,,0.00
Support plate 150x150x10Mm,6.00,,,3.00
Support plate 150x150x15Mm,47.00,,,10.00
Support plate 150x50x6Mm,5.00,,,3.00
Support plate 200x140x5Mm,2.00,,,1.00
Support plate 300x145x5Mm,4.00,,,2.00
Support plate 350x150x20Mm,1.00,,,0.00
Support plate 40x128x10Mm,23.00,,,10.00
Support plate 50Mmx51Mmx16Mm Material:MS,40.00,,,10.00
Support plate 5x230x230Mm,28.00,,,5.00
Support plate 60x150x6Mm,4.00,,,2.00
Support plate Material:GI,8.00,,,4.00
Support plate ÿ60x4Mm,47.00,,,10.00
Support posts,1.00,,,0.00
Support socket,1.00,,,0.00
Support socket,2.00,,,0.00
Support socket,2.00,,,0.00
Surface grinding machine,1.00,,,0.00
Surface mounted warning ligt,13.00,,,5.00
Swing frame,1.00,,,0.00
Switch 4 X 10/100 MBIT RJ45 2X 100MBIT 32-24VDC,1.00,,,0.00
Switch block,16.00,,,4.00
Switch box,23.00,,,8.00
Switch for light (used),5.00,,,0.00
"Switch valv OD340Mm ID220Mm (8"")",1.00,,,0.00
Switching mode power supply,5.00,,,2.00
Sync transformer,1.00,,,1.00
T - handle socket wrench,1.00,,,1.00
T-Gear Pn. S2100074033,0.00,,,1.00
TB70 accessories,1.00,,,0.00
TE-C-E M12 setting tool,1.00,,,0.00
TE-C-E M16 setting tool,2.00,,,1.00
TE-C-E M20 setting tool,1.00,,,0.00
"TG exhaust 3/4"" BSP",1.00,,,0.00
TN 1002013 control cable,1.00,,,0.00
"TNT, PHOSPHATE TOTAL ACID HYDROLYZ",0.00,,,0.00
TP-Link multi mode media converter,2.00,,,1.00
TSO 538 oil seal kit - bearing housing accessories,4.00,,,2.00
TT BLOCK 162A 1600V,1.00,,,1.00
TT BLOCK 330A 1600V,1.00,,,1.00
TURBOCHARGER. Pn ACX3807750,0.00,,,1.00
TVS 3P CTR 4000V 22KW 220V 50/60Hz,2.00,,,1.00
"Tap position indicator, EE-601",2.00,,,1.00
Taper Roller Bearing. Pn VLA5936,12.00,,,4.00
Taper Roller Bearing. Pn VLA9316,8.00,,,5.00
Taper bearing for Valtra tractors. Pn VLA5324,5.00,,,5.00
Taper pin M10x100Mm Material:GI,6.00,,,3.00
Taper roller bearing 30309,5.00,,,3.00
"Tee 1"" Material:GI",1.00,,,0.00
"Tee 1"" Material:GI",1.00,,,0.00
"Tee 1"" Material:GI",1.00,,,0.00
"Tee 1"" Material:GI",5.00,,,3.00
"Tee 1"" Material:MS",12.00,,,5.00
"Tee 1""x1-1/2"" Material:GI",2.00,,,1.00
"Tee 1""x1-1/2"" Material:GI",2.00,,,1.00
"Tee 1""x1-1/2"" Material:GI",6.00,,,3.00
"Tee 1""x3/4"" Material:GI",12.00,,,6.00
"Tee 1""x3/4"" Material:MS",3.00,,,2.00
"Tee 1-/2""x3/4"" Material:MS",2.00,,,1.00
"Tee 1-1/2"" Material: Bronze",1.00,,,0.00
"Tee 1-1/2"" Material: Bronze",1.00,,,1.00
"Tee 1-1/2"" Material:MS",1.00,,,0.00
"Tee 1-1/2"" Material:MS",3.00,,,2.00
"Tee 1-1/2"" Material:MS",7.00,,,5.00
"Tee 1-1/2"" Material:MS",9.00,,,5.00
"Tee 1-1/2""x1"" Material MS",3.00,,,2.00
"Tee 1-1/2""x1"" Material:GI",2.00,,,1.00
"Tee 1-1/2""x1"" Material:MS",2.00,,,1.00
"Tee 1-1/2""x1"" Material:MS",4.00,,,2.00
"Tee 1-1/2""x1-1/4"" Material: Bronze",2.00,,,1.00
"Tee 1-1/2""x1-1/4"" Material:MS",5.00,,,3.00
"Tee 1-1/2""x1/2"" Material:MS",2.00,,,1.00
"Tee 1-1/2""x1/2"" Material:MS",3.00,,,2.00
"Tee 1-1/2""x1/2"" Material:MS",4.00,,,2.00
"Tee 1-1/2""x2"" Material: Bronze",2.00,,,1.00
"Tee 1-1/2""x2"" Material:GI",2.00,,,1.00
"Tee 1-1/2""x2"" Material:GI",4.00,,,2.00
"Tee 1-1/2""x2-1/4"" Material:MS",1.00,,,0.00
"Tee 1-1/2""x3/4"" Material:MS",2.00,,,1.00
"Tee 1-1/2""x3/4"" Material:MS",3.00,,,2.00
"Tee 1-1/4"" Material:GI",2.00,,,1.00
"Tee 1-1/4"" Material:GI",6.00,,,2.00
"Tee 1-1/4"" Material:MS",1.00,,,0.00
"Tee 1-1/4"" Material:MS",1.00,,,0.00
"Tee 1-1/4""x1"" Material:GI",32.00,,,10.00
"Tee 1-1/4""x1"" Material:MS",4.00,,,2.00
"Tee 1-1/4""x1&1/2"" Material:MS",2.00,,,1.00
"Tee 1-1/4""x1-1/2"" Material:GI",1.00,,,0.00
"Tee 1-1/4""x1-1/2"" Material:GI",1.00,,,0.00
"Tee 1-1/4""x1/2"" Material:GI",1.00,,,0.00
"Tee 1-1/4""x2"" Material:GI",2.00,,,1.00
"Tee 1-1/4""x3/4"" Material:MS",2.00,,,1.00
"Tee 1-1/4""x3/4"" Material:MS",4.00,,,2.00
"Tee 1-13/16""x1-1/2"" Material:MS",5.00,,,3.00
"Tee 1/2"" Material:GI",1.00,,,0.00
"Tee 1/2"" Material:GI",6.00,,,3.00
"Tee 1/2"" Material:MS",1.00,,,0.00
"Tee 1/2"" Material:MS",4.00,,,2.00
"Tee 1/2""x1-1/4"" Material:GI",1.00,,,0.00
"Tee 1/2""x1-1/4"" Material:GI",2.00,,,1.00
"Tee 1/2""x3/4"" Material:GI",1.00,,,0.00
"Tee 10"" Material:MS",4.00,,,2.00
"Tee 10""x4"" Material:GI",1.00,,,0.00
"Tee 2"" Material:GI",3.00,,,2.00
"Tee 2"" Material:GI",2.00,,,1.00
"Tee 2"" Material:MS",7.00,,,4.00
"Tee 2""x1"" Material MS",40.00,,,10.00
"Tee 2""x1"" Material:GI",1.00,,,0.00
"Tee 2""x1"" Material:GI",1.00,,,0.00
"Tee 2""x1"" Material:GI",2.00,,,1.00
"Tee 2""x1"" Material:GI",2.00,,,1.00
"Tee 2""x1"" Material:GI",10.00,,,5.00
"Tee 2""x1"" Material:MS",2.00,,,1.00
"Tee 2""x1"" Material:MS",4.00,,,2.00
"Tee 2""x1"" Material:MS",7.00,,,4.00
"Tee 2""x1"" Material:MS",9.00,,,5.00
"Tee 2""x1"" Material:MS",16.00,,,5.00
"Tee 2""x1-1/2"" Material:MS",1.00,,,0.00
"Tee 2""x1-1/2"" Material:MS",4.00,,,2.00
"Tee 2""x1-1/4"" Material:GI",2.00,,,1.00
"Tee 2""x1-1/4"" Material:MS",5.00,,,3.00
"Tee 2""x11/4"" Material:MS",22.00,,,10.00
"Tee 2""x3/4"" Material:MS",2.00,,,1.00
"Tee 2-1/2""  Material:MS",3.00,,,2.00
"Tee 2-1/2"" Material GI",4.00,,,2.00
"Tee 2-1/2"" Material:MS",3.00,,,2.00
"Tee 2-1/2""x1"" Material:MS",13.00,,,5.00
"Tee 2-1/5""x1-1/5"" Material:MS",1.00,,,0.00
Tee 20Mm,21.00,,,10.00
Tee 25Mm,16.00,,,5.00
"Tee 3"" Material:GI",1.00,,,0.00
"Tee 3"" Material:MS",1.00,,,0.00
"Tee 3""x1-1/2"" Material:GI",8.00,,,4.00
"Tee 3""x2"" Material:GI",3.00,,,2.00
"Tee 3""x2"" Material:MD",3.00,,,2.00
"Tee 3""x2"" Material:MS",1.00,,,0.00
"Tee 3/4"" Material:GI",3.00,,,2.00
"Tee 3/4"" Material:GI",4.00,,,2.00
"Tee 3/4"" Material:GI",4.00,,,2.00
"Tee 3/4"" Material:MS",2.00,,,1.00
"Tee 3/4"" Material:MS",38.00,,,10.00
"Tee 3/4"" to 1/2"" Material:MS",2.00,,,1.00
"Tee 3/4""x1-1/2"" Material:GI",15.00,,,5.00
"Tee 3/4""x1-1/4"" Material:GI",55.00,,,10.00
"Tee 3/4""x2"" Material:GI",1.00,,,0.00
"Tee 4"" Material:GI",1.00,,,0.00
"Tee 4"" Material:GI",1.00,,,0.00
"Tee 4"" Material:MS",1.00,,,0.00
"Tee 4"" Material:MS",2.00,,,1.00
"Tee 4""x1-1/2"" Material:GI",1.00,,,1.00
"Tee 4""x1-1/2"" Material:MS",3.00,,,2.00
"Tee 4""x2"" Material:GI",1.00,,,0.00
"Tee 4""x2"" Material:MS",1.00,,,0.00
"Tee 4""x2"" Material:MS",2.00,,,1.00
"Tee 4""x3"" Material:GI",2.00,,,1.00
"Tee 4""x3"" Material:MS",1.00,,,0.00
"Tee 4""x3"" Material:MS",7.00,,,5.00
"Tee 6"" Material:MS",4.00,,,2.00
"Tee 6"" Material:MS",4.00,,,2.00
"Tee 6"" Material:MS",5.00,,,3.00
"Tee 6""x10"" Material:MS",2.00,,,1.00
"Tee 6""x2-1/2"" Material:MS",5.00,,,3.00
"Tee 6""x4"" Material:MS",5.00,,,3.00
"Tee 6""x4"" Material:MS",9.00,,,5.00
"Tee 7/8"" Material:MS",7.00,,,5.00
"Tee 8"" Material:MS",3.00,,,2.00
"Tee 8""x2"" Material:MS",2.00,,,1.00
"Tee 8""x6"" Material:MS",6.00,,,3.00
"Tee with nipple 3/4"" Material:MS",1.00,,,0.00
Teflon bellow seal,1.00,,,0.00
Teflon gasket 106x60x3Mm,1.00,,,0.00
Teflon gasket 340x270x3,6.00,,,2.00
Teflon gasket 500x420x3,1.00,,,0.00
Teflon gasket 77x42x3Mm,1.00,,,0.00
Teflon gasket OD605Mm ID500Mm,1.00,,,0.00
Teflon gasket Wbs:Q\0100308185-0010,1.00,,,0.00
Teflon gasket Wbs:Q\0100308185-0010,1.00,,,0.00
Teflon gasket ÿ136x88x3Mm,3.00,,,1.00
Teflon gasket ÿ67.5x33.5x3.Mm,18.00,,,4.00
Teflon gasket ÿ76x40x3Mm,1.00,,,0.00
Teflon none return valve,1.00,,,0.00
Teflon sheet,13.00,,,5.00
Teflon sheet 1.2Mm 1.5xMx2M,0.00,,,0.00
Teflon sheet 1Mm thickness 2Mx0.5M,0.00,,,0.00
Teflon sheet for electrical uses,0.00,,,0.00
Teflon support,12.00,,,6.00
Teflon support. 75x13x10Mm,0.00,,,0.00
Teflon tape,0.00,,,0.00
Teflon tape 0.075X12Mtrs,0.00,,,5.00
Teflon tape 0.075X25Mm,0.00,,,5.00
"Teflon tape 12Meters, 0.075Mm",0.00,,,3.00
Teflon tape 19X15X0.2Mm,11.00,,,0.00
Telefon cable,12.00,,,0.00
Temperature gauge 0-100C,1.00,,,0.00
Temperature gauge with termostat,4.00,,,2.00
Temperature indicator,2.00,,,1.00
Temperature sensor (used),1.00,,,0.00
Temperature transmitter,1.00,,,0.00
Temperature transmitters,1.00,,,0.00
Terminal block,1.00,,,0.00
Terminal block,4.00,,,2.00
Terminal block,15.00,,,5.00
Terminal block,60.00,,,20.00
Terminal block,10.00,,,5.00
Terminal cable ends connector 4SQMm,100.00,,,50.00
Terminal cable lug,29.00,,,10.00
Terminal cable lug 25,44.00,,,10.00
Terminal cable lug 35,120.00,,,20.00
Terminal cable lug 70,78.00,,,15.00
Terminal cover,18.00,,,5.00
Terminal ends connector 1.5SQMm,250.00,,,50.00
Terminal ends connector 1.5SQMm,820.00,,,150.00
Terminal ends connector 1.5SQMm,1850.00,,,250.00
Terminal ends connector 1SQMm,730.00,,,100.00
Terminal ends connector 1SQMm,1800.00,,,250.00
Terminal ends connector 2.5SQMm,100.00,,,50.00
Terminal ends connector 2.5SQMm,850.00,,,250.00
Terminal ends connector 2.5SQMm,1500.00,,,250.00
Terminal ends connector 2.5SQMm,1680.00,,,250.00
Terminal ends connector 4-6SQMm,122.00,,,50.00
Terminal ends connector 4-6SQMm,288.00,,,25.00
Terminal ends connector 4-6SQMm,700.00,,,200.00
Terminal ends connector 4SQMm,635.00,,,100.00
Terminal ends connector E2512,500.00,,,100.00
Test device TD500,1.00,,,0.00
Testing fitting (used),1.00,,,0.00
Thermal cable,7.00,,,0.00
Thermal camera,1.00,,,0.00
Thermal fuse 250V-10A-216C,10.00,,,5.00
Thermal fuse 250V-10A-96C,4.00,,,3.00
Thermal overload relay,1.00,,,0.00
Thermo break tube,6.00,,,3.00
Thermo well,19.00,,,8.00
Thermocouple sensorer,2.00,,,1.00
Thermostat,25.00,,,10.00
Thermowell,1.00,,,0.00
Thickness measuring machine,1.00,,,0.00
Thinner,0.00,,,2.00
Threaded bolt M8x1000Mm Po:904,2.00,,,0.00
"Threaded elbow M18 (1/2"") 90∞ Material:GI",1.00,,,0.00
Threader tap,1.00,,,0.00
Threading die holder,1.00,,,0.00
Threading die holder,1.00,,,0.00
Threading die holder,1.00,,,0.00
Threading insert M12,1.00,,,1.00
Threading insert M14,1.00,,,1.00
Threading insert M18,1.00,,,1.00
Threading insert M20,1.00,,,1.00
Threading insert holder,1.00,,,1.00
Threading insert holder for lathe machine,1.00,,,1.00
"Thrust ring 10""1500SPL, GA/PS S17+1029+104",2.00,,,1.00
Thyristor modul,1.00,,,1.00
Tig electrode ÿ2.4x150Mm,78.00,,,10.00
Tiger bond adhesive/silicone,1.00,,,2.00
Tiki Tar,140.00,,,20.00
Tip pin retainer for caterpillar. Pn 114-0359,0.00,,,0.00
Tire's for Hydra,2.00,,,1.00
Toggle switch,31.00,,,10.00
Ton buckle,11.00,,,5.00
Ton buckle,3.00,,,0.00
Tool B35 WKT40-100. IM020734,6.00,,,2.00
Tool box (none complete),1.00,,,0.00
Tool box (none complete),1.00,,,0.00
Tool box (none) complete,1.00,,,0.00
Tool/insert holder for lathe machine,1.00,,,1.00
Top mounted magnetic level switch,1.00,,,0.00
"Top shaft WKT80+100,W/O",1.00,,,0.00
Torches for Security guards (smaller size),1.00,,,0.00
Torque multiplier SEM-6,1.00,,,0.00
Torque wrench SEW/SR-7X,2.00,,,0.00
Torque wrench TW-100,3.00,,,0.00
Torque wrench TW-250,2.00,,,0.00
Transformer oil kit,2.00,,,0.00
Transformer winding temperature indicator (used),2.00,,,0.00
Transformer winding temperature indicator (used),2.00,,,0.00
Transformer winding temperature indicator (used),4.00,,,2.00
Transmitter supply,1.00,,,0.00
Transparent acrilic sheet,1.00,,,0.00
Tree cutter,1.00,,,0.00
Tripping coil 110VDC,2.00,,,1.00
Tube clamp for pipe ÿ20Mm,6.00,,,2.00
Tube elbow fitting OD 6Mm,6.00,,,3.00
Tube end cap 13Mm,9.00,,,5.00
Tube extension tool,2.00,,,0.00
Tube fitting OD 6Mm,2.00,,,1.00
Tube fitting OD 6Mm,14.00,,,5.00
Tube fitting joint 14Mm,125.00,,,15.00
Tube joint Tee connector 10Mm,10.00,,,5.00
Tube joint connector 10Mm,340.00,,,50.00
Tube joint connector 13Mm,841.00,,,50.00
Tube joint connector 14Mm,2.00,,,1.00
Tube joint connector 6Mm,94.00,,,15.00
Tube joint connector for JB OD 13Mm,3.00,,,2.00
Tube lamp,15.00,,,5.00
Tungsten carbide cutting insert for Lathe machine,4.00,,,3.00
Tungsten carbide rotary burs,2.00,,,1.00
Tungsten carbide rotary burs,10.00,,,0.00
Tungsten carbide rotary burs,11.00,,,2.00
Turbidity,1.00,,,0.00
Turbine MSL ISV LTNV gasket (Used),1.00,,,0.00
Turbine bearing RTDs,3.00,,,2.00
Turbine speed sensor cable,3.00,,,2.00
Turbine vibration extension cable,2.00,,,1.00
Tv wall mount accessories (uncomplete),3.00,,,2.00
Tweezers,1.00,,,0.00
Twisted knot wire wheel brush,1.00,,,0.00
Tyre and tube repair kit,1.00,,,0.00
Tyre patches,1.00,,,2.00
Tyre repair patches (big size),4.00,,,10.00
Tyre repair patches (small size),10.00,,,10.00
Tyre's for Volkswagen Tiguan,2.00,,,0.00
Tyre's for buss,0.00,,,0.00
U clamp,1.00,,,0.00
U-clamp,30.00,,,10.00
UC-WMTB (29x8)  cable tie,70.00,,,10.00
UNIREX N 3 GREASE High RPM,0.00,,,6.00
UPS (used),1.00,,,0.00
USB cable for printer,3.00,,,1.00
USB extension cable,1.00,,,0.00
USB to RS232 cable,1.00,,,0.00
USB type A to USB type B female,1.00,,,0.00
USB type to USB type B cable,1.00,,,0.00
UV / OV cutt of card,1.00,,,1.00
UV lamp UL33671 complete with power supply,0.00,,,0.00
UV light,4.00,,,2.00
"Union M56 2""",43.00,,,10.00
Union polymer heat shrink S1-10 150/60108LD12030604,1.00,,,0.00
Used cable gland (different sizes),1.00,,,0.00
"Used valves, different size and condition.",50.00,,,0.00
"V belt pulley 1-1/2""",1.00,,,0.00
"V belt pulley 1-1/4""",1.00,,,0.00
V shaped stainless steel spring,174.00,,,20.00
V-75S rubber seal,4.00,,,2.00
V-belt V39517700,9.00,,,3.00
VFD circuit board,11.00,,,3.00
VFD circuit boards (used),4.00,,,2.00
VFD insulation sleeve,8.00,,,0.00
VFD insulation tape,3.00,,,0.00
VFD module,40.00,,,0.00
VFD power cable - high temperature,300.00,,,50.00
VGA cable,1.00,,,0.00
Valve,2.00,,,1.00
Valve Disc,1.00,,,0.00
Valve Disc for steam drum safety valve,0.00,,,0.00
Valve Steam packing,5.00,,,0.00
Valve disc for soot blower safety valve,1.00,,,0.00
Valve gland packing,2.00,,,1.00
Valve grinding compound,3.00,,,1.00
Valve handle,1.00,,,0.00
Valve handle,1.00,,,0.00
Valve handle,1.00,,,0.00
Valve manifold,1.00,,,0.00
Valve plug,1.00,,,0.00
Valve plug 011479734-208 for spray water flow control to desuperheate,2.00,,,0.00
Valve plug for soot blowing steam pressure control,1.00,,,0.00
Valve plug pin 971342015-163H for water flow control to desuperheate,2.00,,,0.00
Valve plug steam 400149050-255 for soot blowing steam pressure control,1.00,,,0.00
Valve plug stem 010868271-215 for feed water flow control valve.,1.00,,,0.00
Valve plug stem 010868376-215 for spray water flow control to desuperheate,1.00,,,0.00
Valve spindel,2.00,,,0.00
Valve spindel for soot blower safety valve,1.00,,,0.00
Valve spindle 1811J. Pno:4242801,1.00,,,0.00
Valve spindle for steam drum safety valve,1.00,,,0.00
Variable resistor,5.00,,,2.00
Velocity water spray nozzle,16.00,,,4.00
Ventilation windows,4.00,,,2.00
Vibration analyser cum dynamic balancer,1.00,,,0.00
Vibration meter - Digital,1.00,,,1.00
Vibration probe mounting block,1.00,,,0.00
Vibration sensor pad,16.00,,,8.00
Vibration sensor pad,63.00,,,15.00
Vibration sensor pad lock,7.00,,,4.00
Vibration sensor pad lock (big),1.00,,,0.00
Vigilex SEC,1.00,,,0.00
W - cable 35 SqMm,100.00,,,25.00
W - cable 70 SqMm,100.00,,,25.00
WD-40,1.00,,,5.00
WRN bearing 6202-2RS,2.00,,,1.00
WTP pipe fitting,1.00,,,0.00
Wafer type butterfly valve for fire system,5.00,,,3.00
"Wafer type butterfly valve for fire system 6""",1.00,,,0.00
Wall mounted extension amplifier,1.00,,,0.00
Wall mounted handset station,1.00,,,0.00
Wall mounted telephone canopy,1.00,,,0.00
Wall mounting kit,1.00,,,0.00
Wall mounting kit,3.00,,,2.00
Wall mounting kit,1.00,,,0.00
"Warning sign ""hot surface""",253.00,,,20.00
"Warning sign ""wear a dust mask""",8.00,,,4.00
Washer  M12x2Mm Material:SS,117.00,,,20.00
Washer 14x2.5Mm Material:GI,4500.00,,,50.00
Washer M10,30.00,,,5.00
Washer M10 Material:GI,26881.00,,,50.00
Washer M10x1.2 Material:SS,92.00,,,30.00
Washer M10x1.5Mm Material:GI,41.00,,,10.00
Washer M10x1.5Mm Material:SS,83.00,,,10.00
Washer M10x1.8Mm,68.00,,,20.00
Washer M10x1.8Mm Material:Gi,59.00,,,10.00
Washer M10x1Mm Material:SS,105.00,,,20.00
Washer M10x1Mm Material:SS,429.00,,,30.00
Washer M10x2.2Mm Material:GI,23.00,,,10.00
Washer M10x2.2Mm Material:GI,122.00,,,0.00
Washer M10x2.2Mm Material:GI,5951.00,,,50.00
Washer M10x2.5Mm Material:GI,12.00,,,0.00
Washer M10x2.5Mm Material:GI,26.00,,,5.00
Washer M10x2.5Mm Material:GI,555.00,,,50.00
Washer M10x2.5Mm Material:SS,130.00,,,15.00
Washer M10x2Mm Material GI,28.00,,,5.00
Washer M10x2Mm Material:,81.00,,,30.00
Washer M10x2Mm Material:GI,52.00,,,10.00
Washer M10x2Mm Material:GI,55.00,,,25.00
Washer M10x2Mm Material:GI,61.00,,,25.00
Washer M10x2Mm Material:GI,67.00,,,20.00
Washer M12 Material MS,63.00,,,5.00
Washer M12x2.2Mm Material:GI,7.00,,,5.00
Washer M12x2.2Mm Material:GI,92.00,,,30.00
Washer M12x2.5Mm Material:GI,6.00,,,5.00
Washer M12x2.5Mm Material:GI,436.00,,,30.00
Washer M12x2.5Mm Material:GI,732.00,,,30.00
Washer M12x2.5Mm Material:SS,15.00,,,10.00
Washer M12x2.8Mm Material:GI,12.00,,,10.00
Washer M12x2.8Mm Material:GI,924.00,,,50.00
Washer M12x2Mm Material:GI,29.00,,,10.00
Washer M12x2Mm Material:GI,1438.00,,,50.00
Washer M12x3.2Mm Material:GI,35.00,,,10.00
Washer M12x3Mm Material:GI,2521.00,,,50.00
Washer M14x2.2Mm Material:GI,10.00,,,5.00
Washer M14x2.5 Material:GI,246.00,,,50.00
Washer M14x2.5Mm Material:GI,52.00,,,3.00
Washer M14x2.5Mm Material:GI,1171.00,,,50.00
Washer M14x3Mm Material:MS,15.00,,,10.00
Washer M16,28.00,,,15.00
Washer M16x1Mm Material:GI,15.00,,,10.00
Washer M16x2.5Mm Material:GI,14.00,,,0.00
Washer M16x2.5Mm Material:MS,331.00,,,25.00
Washer M16x2.5Mm Material:SS,32.00,,,10.00
Washer M16x2.8,379.00,,,50.00
Washer M16x2.8 Material:GI,456.00,,,0.00
Washer M16x2.8 Material:SS,165.00,,,25.00
Washer M16x2.8Mm Material:MS,18.00,,,10.00
Washer M16x3.2Mm Material:MS,46.00,,,20.00
Washer M16x3Mm Material:GI,16.00,,,5.00
Washer M16x3Mm Material:GI,43.00,,,10.00
Washer M16x3Mm Material:GI,100.00,,,0.00
Washer M16x3Mm Material:GI,270.00,,,50.00
Washer M16x8Mm Material:GI,29.00,,,0.00
Washer M18,152.00,,,25.00
Washer M18x3Mm Material:GI,16.00,,,5.00
Washer M20,148.00,,,30.00
Washer M20x2.5 Material:GI,24.00,,,5.00
Washer M20x2.5 Material:MS,6.00,,,5.00
Washer M20x2.8Mm Material:GI,119.00,,,20.00
Washer M20x2.8Mm Material:GI,312.00,,,20.00
Washer M20x2Mm Material:SS,46.00,,,15.00
Washer M20x3.2 Material:MS,9.00,,,5.00
Washer M20x3.2Mm Material:MS,153.00,,,20.00
Washer M20x3Mm Material:GI,177.00,,,10.00
Washer M20x3Mm Material:MS,9.00,,,5.00
Washer M20x3Mm Material:MS,109.00,,,5.00
Washer M20x3Mm Material:MS,761.00,,,50.00
Washer M20x3Mm Material:SS,13.00,,,5.00
Washer M22 Material:GI,39.00,,,5.00
Washer M22x3Mm Material:GI,39.00,,,0.00
Washer M24,188.00,,,25.00
Washer M24,3227.00,,,50.00
Washer M24,7180.00,,,50.00
Washer M24x2.8 Material:GI,14.00,,,5.00
Washer M24x2.8 Material:GI,36.00,,,10.00
Washer M24x2.8Mm Material:GI,120.00,,,10.00
Washer M24x3.2 Material:GI,9.00,,,5.00
Washer M24x3.5Mm Material:GI,115.00,,,10.00
Washer M24x3.8Mm Material:SS,28.00,,,5.00
Washer M24x4Mm Material:GI,18.00,,,5.00
Washer M24x4Mm Material:GI,20.00,,,5.00
Washer M24x4Mm Material:MS,11.00,,,5.00
Washer M24x4Mm Material:SS,52.00,,,10.00
Washer M24x8Mm Material:MS,8.00,,,5.00
Washer M24x8Mm Material:MS,35.00,,,5.00
Washer M26x4Mm Material:MS,16.00,,,5.00
Washer M30,2152.00,,,50.00
Washer M30x3Mm Material:GI,26.00,,,5.00
Washer M30x4.2 Material:GI,222.00,,,10.00
Washer M30x4.5Mm Material:MS,11.00,,,3.00
Washer M30x4Mm Material:MS,15.00,,,5.00
Washer M30x4Mm Material:MS,30.00,,,5.00
Washer M30x5Mm Material:MS,7.00,,,2.00
Washer M32x3Mm Material:GI,5.00,,,2.00
Washer M32x3Mm Material:GI,39.00,,,5.00
Washer M32x8Mm Material:MS,40.00,,,5.00
Washer M34,9442.00,,,50.00
Washer M34x5Mm Material:GI,3.00,,,2.00
Washer M34x5Mm Material:GI,9.00,,,3.00
Washer M36x3.5Mm Material:GI,75.00,,,15.00
Washer M38,2508.00,,,50.00
Washer M40,5.00,,,3.00
Washer M40,1108.00,,,50.00
Washer M40x4Mm Material:GI,23.00,,,4.00
Washer M40x6.2Mm Material:GI,5.00,,,2.00
Washer M40x6Mm Material:GI,12.00,,,4.00
Washer M40x9.8Mm Material:MS,6.00,,,2.00
Washer M42,33.00,,,5.00
Washer M42x7Mm,20.00,,,4.00
Washer M46x9.5Mm Material:MS,26.00,,,5.00
Washer M4x1Mm Material:GI,200.00,,,30.00
Washer M50x8.5Mm Material:GI,9.00,,,2.00
Washer M52x8Mm Material:GI,4.00,,,2.00
Washer M6x0.6Mm Material:GI,536.00,,,30.00
Washer M6x0.6Mm M‰ter:GI,13.00,,,10.00
Washer M6x0.7Mm Material:GI,2407.00,,,50.00
Washer M6x0.8Mm Material:GI,2400.00,,,50.00
Washer M6x1.2Mm Material:GI,1611.00,,,30.00
Washer M6x1.5Mm Material:GI,24.00,,,0.00
Washer M6x1.5Mm Material:GI,340.00,,,30.00
Washer M6x1.5Mm Material:SS,100.00,,,20.00
Washer M6x1Mm Material:GI,40.00,,,10.00
Washer M6x1Mm Material:GI,233.00,,,30.00
Washer M6x1Mm Material:GI,430.00,,,30.00
Washer M8,4230.00,,,50.00
Washer M8 Material: Bronze,68.00,,,10.00
Washer M8 Material:Bronze,4359.00,,,50.00
Washer M8x,700.00,,,30.00
Washer M8x0.8Mm Material:GI,28.00,,,10.00
Washer M8x0.8Mm Material:GI,57.00,,,10.00
Washer M8x0.8Mm Material:GI,630.00,,,50.00
Washer M8x1.2Mm Material:SS,102.00,,,10.00
Washer M8x1.5Mm Material:GI,44.00,,,10.00
Washer M8x1.5Mm Material:GI,360.00,,,30.00
Washer M8x1.5Mm Material:SS,100.00,,,30.00
Washer M8x1.5Mm Material:SS,512.00,,,30.00
